8.3 1000
350 100
262 708 22 33

Coordinates
1            3            0            0
2       2.7171      0.29397            0
3       2.6016     0.098564            0
4       2.8218            0      -0.5941
5       2.4723       0.5484            0
6       2.2606      0.18296            0
7       2.3561      0.50888      -0.5141
8       2.1046       0.1937     -0.37534
9       1.9615      0.25694            0
10       2.2578      0.77131            0
11       1.8187      0.55787            0
12       2.0625      0.97425            0
13       1.6875      0.32475            0
14       1.8651      0.81801            0
15       1.9464      0.97425     -0.38699
16        1.875      0.97425            0
17       1.5938      0.48712            0
18       1.5714      0.32475     -0.38699
19       1.5463      0.68907            0
20       2.5338            0      -1.5539
21       1.7589      0.97425     -0.38699
22       1.4777      0.48712     -0.38699
23       1.6298       0.9409            0
24       1.7812       1.1366            0
25       1.4062      0.48712            0
26        1.875        1.299            0
27       1.3125      0.32475            0
28       1.6652       1.1366     -0.38699
29       1.2902      0.48712     -0.38699
30       1.7589        1.299     -0.38699
31       1.3839        0.866     -0.37997
32       1.1964      0.32475     -0.38699
33       1.6081       1.2866            0
34       1.2031       0.6114            0
35       1.7434      0.97425      -1.0637
36       1.3089      0.91478            0
37       1.3684      0.32475      -1.0637
38       1.0391       0.2571            0
39       1.7967       1.5702            0
40       1.3628       1.2032            0
41       1.5559      0.97425      -1.0637
42       1.2746      0.48712      -1.0637
43       1.2188       1.1366            0
44        1.125      0.97425            0
45       1.0633       0.8491            0
46       1.3963       1.4001     -0.32509
47      0.88243      0.24632     -0.37696
48       1.4621       1.1366      -1.0637
49      0.91515      0.61671     -0.30048
50       1.5559        1.299      -1.0637
51       1.0871      0.48712      -1.0637
52       1.1027       1.1366     -0.38699
53       1.0089      0.97425     -0.38699
54       1.7113       1.8662            0
55       0.7388       0.1828            0
56        1.125        1.299            0
57       0.9375      0.97425            0
58      0.99338      0.32475      -1.0637
59       1.6264        1.806      -0.3408
60       1.2031       1.5696            0
61      0.74175      0.77083            0
62       1.0089        1.299     -0.38699
63       0.8214      0.97425     -0.38699
64       1.1574      0.40594      -1.6109
65      0.52817      0.54888            0
66       1.2889       1.8668            0
67       1.0941       1.6174      -0.4093
68       1.3449       1.0554      -1.6109
69      0.47207      0.14198     -0.33913
70       1.6138       2.2037            0
71      0.39603     0.097988            0
72       1.3449       1.2178      -1.6109
73      0.89963       1.1366      -1.0637
74      0.46934      0.59398      -0.3408
75      0.80588      0.97425      -1.0637
76      0.87611      0.40594      -1.6109
77      0.28454      0.29569            0
78       1.3868        2.206            0
79      0.80588        1.299      -1.0637
80      0.61838      0.97425      -1.0637
81       1.1638       2.0525     -0.59581
82       1.4151      0.97425       -2.158
83       1.0401      0.32475       -2.158
84       1.2276      0.97425       -2.158
85          1.5        2.598            0
86            0            0            0
87      0.68861       1.0554      -1.6109
88      0.94635      0.48712       -2.158
89      0.68861       1.2178      -1.6109
90       1.1338       1.1366       -2.158
91       1.2276        1.299       -2.158
92       2.1111            0      -2.9631
93      0.75885      0.48712       -2.158
94       1.3218        2.598     -0.59409
95       0.6651      0.32475       -2.158
96     -0.17823            0     -0.59409
97      0.57135       1.1366       -2.158
98       0.4776      0.97425       -2.158
99       0.4776        1.299       -2.158
100       0.2901      0.97425       -2.158
101       1.0338        2.598      -1.5539
102      0.75772      0.40594       -2.943
103      0.94522       1.0554       -2.943
104      0.94522       1.2178       -2.943
105     -0.46617            0      -1.5539
106      0.47647      0.40594       -2.943
107      0.28897       1.0554       -2.943
108      0.28897       1.2178       -2.943
109       0.9441      0.97425       -3.728
110       0.7566      0.97425       -3.728
111       0.5691      0.32475       -3.728
112      0.47535      0.48712       -3.728
113       0.7566        1.299       -3.728
114      0.66285       1.1366       -3.728
115      0.61107        2.598      -2.9631
116      0.28785      0.48712       -3.728
117       0.1941      0.32475       -3.728
118      0.10035       1.1366       -3.728
119    0.0065973      0.97425       -3.728
120     -0.88894            0      -2.9631
121    0.0065973        1.299       -3.728
122       1.5678            0      -4.7739
123      -0.1809      0.97425       -3.728
124      0.42243       1.0554      -4.6857
125      0.23493      0.40594      -4.6857
126      0.42243       1.2178      -4.6857
127    -0.046324      0.40594      -4.6857
128     -0.23382       1.0554      -4.6857
129     -0.23382       1.2178      -4.6857
130      0.06783        2.598      -4.7739
131      0.36951      0.97425      -5.6433
132      0.18201      0.97425      -5.6433
133   -0.0054948      0.32475      -5.6433
134      0.18201        1.299      -5.6433
135     0.088255       1.1366      -5.6433
136    -0.099245      0.48712      -5.6433
137      -1.4322            0      -4.7739
138     -0.28674      0.48712      -5.6433
139     -0.38049      0.32475      -5.6433
140     -0.47424       1.1366      -5.6433
141     -0.56799      0.97425      -5.6433
142     -0.56799        1.299      -5.6433
143     -0.75549      0.97425      -5.6433
144      0.99773            0      -6.6742
145      -0.1275       1.0554      -6.5187
146       -0.315      0.40594      -6.5187
147      -0.1275       1.2178      -6.5187
148     -0.59625      0.40594      -6.5187
149     -0.78375       1.0554      -6.5187
150     -0.78375       1.2178      -6.5187
151     -0.50226        2.598      -6.6742
152     -0.15575      0.97425      -7.3942
153     -0.34325      0.97425      -7.3942
154     -0.53075      0.32475      -7.3942
155     -0.34325        1.299      -7.3942
156       -0.437       1.1366      -7.3942
157      -0.6245      0.48712      -7.3942
158       -0.812      0.48712      -7.3942
159      -2.0023            0      -6.6742
160     -0.90575      0.32475      -7.3942
161      -0.9995       1.1366      -7.3942
162      -1.0933      0.97425      -7.3942
163      -1.0933        1.299      -7.3942
164      0.53028            0      -8.2324
165      -1.2808      0.97425      -7.3942
166     -0.58563       1.0554      -8.0459
167     -0.58563       1.2178      -8.0459
168     -0.77313      0.40594      -8.0459
169      -1.0544      0.40594      -8.0459
170      -1.2419       1.0554      -8.0459
171      -1.2419       1.2178      -8.0459
172     -0.54676      0.97425      -8.6975
173     -0.96972        2.598      -8.2324
174     -0.73426      0.97425      -8.6975
175     -0.92176      0.32475      -8.6975
176     -0.73426        1.299      -8.6975
177     -0.82801       1.1366      -8.6975
178      -1.0155      0.48712      -8.6975
179       -1.203      0.48712      -8.6975
180      -1.2968      0.32475      -8.6975
181       0.1989            0       -9.337
182     -0.95368         2.03      -8.7255
183      -1.3905       1.1366      -8.6975
184      -1.4843      0.97425      -8.6975
185      -1.4843        1.299      -8.6975
186      -2.4697            0      -8.2324
187      -1.6718      0.97425      -8.6975
188     -0.45008       0.5937      -9.5959
189     -0.50591      0.15517      -9.5959
190     -0.79979      0.97425       -9.541
191     -0.98729      0.97425       -9.541
192      -1.1748      0.32475       -9.541
193     -0.89354      0.59537      -9.6469
194     -0.98729        1.299       -9.541
195       -1.081       1.1366       -9.541
196            0            0          -10
197      -1.2685      0.48712       -9.541
198      -2.0896      0.16455       -9.182
199     -0.28288      0.29397          -10
200       -1.456      0.48712       -9.541
201     -0.39835     0.098564          -10
202      -1.1296       1.7709      -9.5613
203      -1.5498      0.32475       -9.541
204     -0.96239      0.97425      -9.7705
205      -1.3011        2.598       -9.337
206     -0.52772       0.5484          -10
207      -1.2119       2.0938      -9.5248
208       -1.103       1.0554      -9.7705
209       -1.103       1.2178      -9.7705
210      -1.6435       1.1366       -9.541
211     -0.73944      0.18296          -10
212      -1.2905      0.40594      -9.7705
213      -1.7373      0.97425       -9.541
214     -0.74222      0.77131          -10
215      -1.7373        1.299       -9.541
216      -1.4311      0.48712      -9.7705
217      -1.9248      0.97425       -9.541
218      -1.0385      0.25694          -10
219      -0.9375      0.97425          -10
220      -1.5718      0.40594      -9.7705
221      -1.6073       1.8064      -9.5959
222      -2.3304      0.50913      -9.4011
223      -1.1349      0.81801          -10
224      -1.1813      0.55787          -10
225       -1.125      0.97425          -10
226       -1.125        1.299          -10
227      -1.3125      0.32475          -10
