8.3 1000
350 100
1212 4131 63 40

Coordinates
1           -3            0          -10
2      -2.7532      0.25649          -10
3      -2.6545     0.085497          -10
4      -2.8889            0      -9.6296
5      -2.4758      0.10462      -9.6623
6      -2.5674      0.30934      -9.5501
7      -2.5064      0.51298          -10
8      -2.3089      0.17099          -10
9      -2.7778            0      -9.2593
10      -2.3375      0.38249      -9.7086
11      -2.1971       0.4635          -10
12       -2.135      0.18894      -9.6623
13      -2.0656      0.43926      -9.7917
14      -2.2663      0.76242          -10
15      -1.9729      0.25414          -10
16      -2.2279      0.67845      -9.6024
17      -2.3104      0.49067      -9.2752
18      -2.4793      0.23952      -9.0325
19      -2.1468      0.15537      -9.2491
20      -2.6667            0      -8.8889
21      -2.0546      0.47736      -9.4526
22      -2.3823     0.074835      -8.9491
23      -1.8614        0.248      -9.5458
24      -1.9687      0.74518          -10
25      -1.7928      0.55412          -10
26      -2.0625      0.97425          -10
27      -1.6875      0.32475          -10
28       -1.889      0.69806        -9.63
29      -2.0701      0.72526      -9.2265
30        -1.98      0.97425      -9.7251
31      -1.9456      0.44743      -9.1127
32       -1.605      0.32475      -9.7251
33      -1.7893      0.24006      -9.1983
34       -1.875      0.97425          -10
35      -1.5938      0.48712          -10
36      -2.0074      0.16314      -8.8891
37      -2.1532      0.52458        -8.86
38        -1.76      0.63651      -9.3564
39      -2.5556            0      -8.5185
40      -1.7925      0.97425      -9.7251
41      -1.8945      0.97425        -9.44
42      -1.5113      0.48712      -9.7251
43      -1.5195      0.32475        -9.44
44         -1.5      0.66324          -10
45      -2.3298      0.23545      -8.5214
46      -1.6298       0.9409          -10
47      -1.7812       1.1366          -10
48      -1.4062      0.48712          -10
49      -1.9361      0.77963      -8.9545
50      -2.2212     0.079952      -8.4812
51       -1.707      0.97425        -9.44
52       -1.875        1.299          -10
53      -1.3125      0.32475          -10
54      -1.4257      0.48712        -9.44
55      -1.6988       1.1366      -9.7251
56      -1.6348      0.25855      -8.9324
57       -1.806      0.97425       -9.145
58      -1.8145      0.48703      -8.7842
59      -1.3238      0.48712      -9.7251
60      -1.4203      0.76331        -9.63
61      -1.7925        1.299      -9.7251
62       -1.431      0.32475       -9.145
63        -1.23      0.32475      -9.7251
64      -1.6201      0.68513      -8.9419
65      -1.2072      0.55412          -10
66      -1.6132       1.1366        -9.44
67      -1.3702       0.9409          -10
68      -1.6185      0.97425       -9.145
69      -1.6298       1.3323          -10
70      -1.2382      0.48712        -9.44
71       -1.707        1.299        -9.44
72      -1.8873      0.72526      -8.6175
73      -2.0594      0.47628      -8.3924
74      -1.3372      0.48712       -9.145
75      -2.4444            0      -8.1481
76      -1.3337      0.76985      -9.3416
77      -1.1445      0.32475        -9.44
78      -1.7146      0.97425      -8.8404
79      -1.7935       1.5814          -10
80      -1.0271      0.25414          -10
81      -1.6066      0.24006      -8.5892
82      -1.8728      0.15537      -8.3359
83      -1.7539       0.4625      -8.4406
84      -1.5247       1.1366       -9.145
85      -1.3396      0.32475      -8.8404
86      -1.3829       1.2717          -10
87      -2.2378      0.19775      -8.0936
88      -1.6185        1.299       -9.145
89      -1.1497      0.48712       -9.145
90      -1.0312      0.74518          -10
91      -1.5271      0.97425      -8.8404
92      -1.2188       1.1366          -10
93       -1.125      0.97425          -10
94      -1.6875       1.6296       -9.693
95      -1.5268      0.68282      -8.6311
96      -1.2443      0.77625      -9.0434
97       -1.056      0.32475       -9.145
98      -1.2459      0.48712      -8.8404
99     -0.87323      0.24006      -9.6767
100       -2.065     0.086369      -8.0467
101      -1.3345       1.3796      -9.7467
102     -0.95151      0.69806        -9.63
103      -1.1363       1.1366      -9.7251
104      -1.0425      0.97425      -9.7251
105      -1.7919      0.72526      -8.2992
106      -1.6205      0.97425      -8.5265
107         -1.5        1.671          -10
108     -0.80288       0.4635          -10
109      -1.4334       1.1366      -8.8404
110      -1.5763       1.6254      -9.3184
111      -1.5271        1.299      -8.8404
112       -1.125        1.299          -10
113      -0.9375      0.97425          -10
114      -1.2557       1.3828      -9.4633
115      -1.5111      0.24006      -8.2709
116      -1.9351      0.49109      -8.0256
117     -0.78621      0.24006      -9.3867
118      -1.0584      0.48712      -8.8404
119      -1.2455      0.32475      -8.5265
120      -1.6975        1.914          -10
121     -0.69108      0.17099          -10
122      -2.3333            0      -7.7778
123      -1.0507       1.1366        -9.44
124     -0.95699      0.97425        -9.44
125     -0.86499      0.69153      -9.3416
126      -1.6017      0.44969      -8.1606
127       -1.433      0.97425      -8.5265
128     -0.96461      0.32475      -8.8404
129      -1.0425        1.299      -9.7251
130     -0.85503      0.97425      -9.7251
131      -1.1404      0.81842      -8.7637
132      -1.2065       1.5814          -10
133     -0.73366      0.76242          -10
134      -1.7429       0.1604      -7.9707
135      -1.4309      0.68282      -8.3113
136      -1.1517      0.48712      -8.5265
137      -1.4864       1.6254      -9.0186
138      -1.3304       1.6398      -9.3522
139     -0.65415      0.49283      -9.5962
140      -1.2204       1.4218      -9.1473
141      -1.1857       1.1722      -8.8755
142      -2.0766      0.25797      -7.7495
143     -0.95699        1.299        -9.44
144     -0.96224       1.1366       -9.145
145     -0.69627      0.24006      -9.0869
146      -1.3392       1.1366      -8.5265
147     -0.86849      0.97425       -9.145
148     -0.76949      0.97425        -9.44
149       -1.433        1.299      -8.5265
150     -0.51247      0.15187      -9.6623
151     -0.77553      0.68513      -9.0434
152      -1.6938      0.72526      -7.9723
153      -1.5236      0.97425      -8.2038
154       -1.558        2.059      -9.6746
155     -0.59244      0.72526      -9.6485
156      -1.1284       1.6831      -9.6417
157      -1.9727     0.081109      -7.6682
158      -1.3025        1.914          -10
159     -0.49363      0.51298          -10
160      -0.9642      0.48712      -8.5265
161      -1.4171       1.5548      -8.7199
162     -0.56675        0.494      -9.2891
163      -1.7089      0.36611      -7.7886
164      -1.1486      0.32475      -8.2038
165       -1.413      0.24006       -7.944
166     -0.87045      0.32475      -8.5265
167      -1.4449       1.9517      -9.1944
168      -1.0527       1.0104      -8.5447
169      -1.3361      0.97425      -8.2038
170     -0.86849        1.299       -9.145
171      -1.0767      0.82381      -8.3695
172      -1.5987        2.256          -10
173     -0.34554     0.085497          -10
174     -0.68099      0.97425       -9.145
175      -1.2127       1.7081      -9.0224
176     -0.66507      0.25697       -8.755
177     -0.42722      0.15537       -9.331
178     -0.50543      0.72526      -9.3584
179     -0.87086       1.1366      -8.8404
180     -0.99918       1.6254      -9.2665
181      -1.0988       1.3382      -8.6593
182     -0.77711      0.97425      -8.8404
183      -1.0549      0.48712      -8.2038
184      -1.3324      0.68282       -7.983
185      -2.2222            0      -7.4074
186     -0.68322      0.68282      -8.7357
187     -0.31867      0.43434       -9.669
188      -1.2618        2.111      -9.6746
189      -1.2424       1.1366      -8.2038
190      -1.4013        2.256          -10
191     -0.24682      0.25649          -10
192      -1.7639      0.52981       -7.579
193      -1.3361        1.299      -8.2038
194      -1.1291       1.9517      -9.3856
195     -0.42797      0.36672      -8.9949
196     -0.89437       1.5541      -8.9858
197      -1.4243      0.97425      -7.8726
198       -1.327       1.8958      -8.7476
199     -0.77711        1.299      -8.8404
200     -0.86738      0.48712      -8.2038
201      -1.5783         0.17      -7.5511
202     -0.41549      0.72526      -9.0586
203     -0.58961      0.97425      -8.8404
204      -1.2981       1.6254      -8.3911
205     -0.16693     0.066372      -9.6623
206      -1.5465      0.78383      -7.6691
207      -1.3939       2.2942      -9.3539
208     -0.77363      0.32475      -8.2038
209     -0.24064      0.47628      -9.2744
210      -0.7767       1.1366      -8.5265
211      -1.0493      0.32475      -7.8726
212      -1.0635       1.7468      -8.7194
213      -1.4287      0.48524      -7.5986
214     -0.68295      0.97425      -8.5265
215      -1.9469      0.24899      -7.2882
216     -0.91809       1.0708      -8.2493
217     -0.95556      0.83286      -8.0818
218      -1.2368      0.97425      -7.8726
219       -1.861     0.081324      -7.2989
220      -1.0106       1.9218      -9.0194
221     -0.29648      0.15757      -8.8655
222     -0.50801      0.24006      -8.4593
